total_freight_value,total_payment,payment_installments,total_price
14.7,514.6,10.0,499.9
7.39,27.29,1.0,19.9
16.56,225.56,8.0,209.0
15.23,40.23,2.0,25.0
16.46,116.36,1.0,99.9
42.38,77.38,2.0,35.0
14.59,74.59,1.0,60.0
13.25,113.15,1.0,99.9
14.24,84.14,1.0,69.9
18.29,88.19,1.0,69.9
32.24,212.02,3.0,391.8
17.44,33.62,1.0,49.8
23.51,198.51,7.0,175.0
23.14,103.13,2.0,79.99
15.11,40.01,1.0,24.9
11.69,82.69,1.0,71.0
22.06,71.06,1.0,49.0
26.03,196.02,3.0,169.99
11.73,21.72,2.0,9.99
19.12,95.11,1.0,75.99
12.76,102.66,1.0,89.9
15.79,37.69,1.0,21.9
16.49,264.49,3.0,248.0
14.1,38.09,1.0,23.99
15.87,175.77,5.0,159.9
7.79,94.79,1.0,87.0
17.88,107.78,2.0,89.9
15.73,155.63,1.0,139.9
13.48,902.38,5.0,888.9
18.44,98.34,1.0,79.9
26.05,135.95,6.0,109.9
7.39,23.89,1.0,16.5
16.79,41.78,1.0,24.99
40.02,366.18,2.0,326.16
18.23,48.13,1.0,29.9
18.55,199.03,10.0,180.48
13.75,117.75,8.0,104.0
17.86,105.71,5.0,87.85
31.26,55.62,1.0,79.98
19.6,149.59,1.0,129.99
11.85,24.75,1.0,12.9
15.65,93.65,3.0,78.0
0.0,69.9,6.0,69.9
15.11,66.74,6.0,51.63
7.87,36.36,1.0,28.49
17.63,33.73,1.0,16.1
73.11,1173.11,4.0,1100.0
23.9,567.4,6.0,259.8
21.23,141.13,1.0,119.9
73.12,66.18,1.0,191.6
10.96,50.95,2.0,39.99
15.1,37.6,1.0,22.5
7.78,36.78,1.0,29.0
105.29,854.19,1.0,179.44
51.97,351.96,8.0,299.99
15.38,105.28,1.0,89.9
26.46,248.52,3.0,97.8
69.36,305.36,2.0,236.0
25.63,44.62,1.0,18.99
10.96,27.86,1.0,16.9
9.7,358.5,8.0,348.8
30.2,102.8,2.0,21.2
15.14,214.14,4.0,199.0
15.1,53.9,1.0,38.8
18.73,108.72,4.0,89.99
18.2,108.19,1.0,89.99
31.09,720.98,5.0,689.89
18.23,64.98,1.0,46.75
19.44,99.34,1.0,79.9
12.88,90.56,1.0,77.68
19.8,99.7,7.0,79.9
7.78,56.78,4.0,49.0
66.17,286.17,3.0,220.0
20.98,64.88,1.0,43.9
16.41,175.41,10.0,159.0
18.07,88.06,4.0,69.99
12.93,37.93,1.0,25.0
21.54,171.44,3.0,149.9
36.46,34.2,1.0,31.94
17.86,105.71,8.0,87.85
8.11,42.41,4.0,34.3
33.22,722.22,1.0,689.0
97.68,755.12,7.0,279.88
17.95,117.94,10.0,99.99
19.32,68.22,1.0,48.9
7.39,24.39,1.0,17.0
7.88,27.78,1.0,19.9
8.27,53.76,1.0,45.49
14.51,227.51,1.0,213.0
109.38,1735.92,1.0,179.94
87.12,1134.36,1.0,101.94
12.62,172.52,3.0,159.9
20.81,209.81,1.0,189.0
11.5,138.98,2.0,127.48
23.24,86.04,1.0,62.8
16.74,86.64,1.0,69.9
9.44,99.43,6.0,89.99
62.07,251.97,10.0,189.9
37.46,636.46,1.0,599.0
17.33,386.33,10.0,369.0
17.4,251.71,1.0,234.31
30.72,270.72,5.0,240.0
15.2,57.0,1.0,41.8
23.37,173.27,1.0,149.9
13.45,157.45,2.0,144.0
38.86,389.43,5.0,740.0
14.2,79.19,1.0,64.99
7.46,35.36,1.0,27.9
13.71,48.61,1.0,34.9
19.72,134.71,4.0,114.99
9.97,88.87,1.0,78.9
22.87,76.36,4.0,53.49
15.49,120.67,1.0,105.18
14.78,213.52,10.0,91.98
10.84,279.84,1.0,269.0
37.44,186.14,1.0,148.7
10.96,55.96,1.0,45.0
13.39,118.29,1.0,104.9
53.48,532.32,1.0,79.6
8.27,24.64,1.0,16.37
15.79,30.25,3.0,14.46
11.9,111.8,1.0,99.9
15.23,61.22,5.0,45.99
22.91,81.91,4.0,59.0
19.95,128.95,5.0,109.0
18.47,102.27,1.0,83.8
10.13,170.12,3.0,159.99
17.67,77.57,7.0,59.9
15.79,45.78,1.0,29.99
17.45,197.35,2.0,179.9
18.89,53.89,1.0,35.0
13.75,133.75,1.0,120.0
39.69,388.17,1.0,89.69999999999999
19.59,49.73,4.0,26.5
14.1,60.5,3.0,46.4
22.21,62.18,1.0,39.97
18.31,48.21,2.0,29.9
15.15,72.14,4.0,56.99
12.48,49.18,1.0,36.7
23.7,151.36,1.0,51.98
26.86,106.76,3.0,79.9
18.72,138.62,3.0,119.9
18.94,138.84,1.0,119.9
23.7,145.36,1.0,48.98
11.85,26.45,1.0,14.6
20.32,160.22,10.0,139.9
30.1,272.0,3.0,105.9
150.8,1476.8,10.0,1326.0
24.83,244.81,3.0,219.98
35.73,103.63,1.0,67.9
38.83,118.73,1.0,79.9
18.23,63.13,1.0,44.9
13.75,133.75,6.0,120.0
17.84,97.74,9.0,79.9
20.68,190.58,8.0,169.9
7.78,36.77,1.0,28.99
29.74,459.64,1.0,429.9
16.14,71.04,2.0,54.9
55.18,102.59,1.0,150.0
64.3,190.3,1.0,126.0
12.69,38.29,1.0,25.6
59.15,212.32,8.0,153.17
38.39,158.38,2.0,119.99
20.39,378.39,10.0,358.0
25.38,74.38,3.0,49.0
14.2,183.1,1.0,168.9
11.97,121.96,1.0,109.99
15.11,53.01,2.0,37.9
56.81,1033.64,1.0,201.6
62.39,174.39,5.0,112.0
19.44,87.24,8.0,67.8
8.26,208.16,9.0,199.9
13.67,173.57,1.0,159.9
7.78,37.77,1.0,29.99
18.22,156.22,2.0,138.0
23.92,173.82,1.0,149.9
13.57,92.57,5.0,79.0
17.65,147.55,3.0,129.9
27.17,117.07,10.0,89.9
14.53,66.03,1.0,51.5
43.1,142.1,4.0,99.0
16.05,44.95,1.0,28.9
19.6,538.6,1.0,519.0
11.85,44.49,1.0,32.64
26.16,67.98,1.0,109.8
12.85,71.85,6.0,59.0
19.89,119.79,3.0,99.9
49.57,558.57,10.0,509.0
18.23,46.13,1.0,27.9
12.48,33.56,3.0,18.9
45.18,410.12,1.0,570.0
19.37,44.36,4.0,24.99
17.93,35.83,1.0,17.9
7.39,27.38,2.0,19.99
15.97,190.87,1.0,174.9
13.9,105.9,4.0,92.0
16.58,153.12,3.0,59.98
15.23,51.13,1.0,35.9
36.29,126.19,1.0,89.9
126.44,975.44,10.0,849.0
17.0,96.9,4.0,79.9
7.87,39.58,1.0,31.71
36.85,206.84,4.0,169.99
15.23,45.22,1.0,29.99
15.37,478.37,5.0,463.0
86.36,172.18,1.0,258.0
27.5,118.4,3.0,90.9
17.47,107.01,3.0,89.54
16.07,106.07,4.0,90.0
17.66,76.66,7.0,59.0
14.55,70.55,3.0,56.0
15.38,105.28,1.0,89.9
21.71,151.61,3.0,129.9
37.97,97.87,2.0,59.9
11.15,70.14,1.0,58.99
23.6,423.59,10.0,399.99
15.74,138.73,6.0,122.99
15.72,135.62,1.0,119.9
43.6,727.4399999999999,10.0,198.89
33.92,223.82,1.0,189.9
17.67,77.57,2.0,59.9
8.03,118.03,2.0,110.0
23.96,322.96,15.0,299.0
8.91,87.9,2.0,78.99
59.25,159.15,1.0,99.9
18.83,123.73,3.0,104.9
7.78,56.78,1.0,49.0
9.41,94.4,1.0,84.99
36.46,140.92,1.0,34.0
17.09,137.09,1.0,120.0
12.76,192.75,10.0,179.99
33.71,555.22,8.0,243.9
13.19,120.19,1.0,107.0
67.8,84.8,1.0,101.8
11.77,91.77,4.0,80.0
13.57,73.47,6.0,59.9
42.3,172.2,1.0,43.8
16.42,572.84,1.0,270.0
7.78,32.78,3.0,25.0
20.72,245.72,8.0,225.0
17.6,68.3,1.0,50.7
7.47,37.46,1.0,29.99
15.3,93.3,1.0,78.0
17.8,197.8,1.0,180.0
18.0,66.9,6.0,48.9
11.24,101.14,8.0,89.9
23.57,123.32,1.0,99.75
14.78,169.52,1.0,69.98
14.52,25.51,2.0,10.99
22.11,48.11,1.0,26.0
29.46,59.16,1.0,29.7
15.1,43.0,2.0,27.9
9.51,109.5,1.0,99.99
19.32,69.31,1.0,49.99
29.1,129.0,2.0,99.9
17.83,100.82,1.0,82.99
19.49,218.49,1.0,199.0
23.34,128.31,4.0,104.97
60.06,138.15,1.0,354.39
16.75,176.74,9.0,159.99
95.58,772.47,10.0,419.4
49.8,219.79,1.0,169.99
17.26,77.25,3.0,59.99
15.27,90.26,1.0,74.99
13.01,712.91,10.0,699.9
15.27,90.17,1.0,74.9
18.58,182.91,6.0,164.33
0.0,99.9,1.0,99.9
18.08,367.98,3.0,349.9
9.74,55.94,1.0,46.2
11.85,20.61,1.0,8.76
7.78,30.77,1.0,22.99
18.68,101.17,6.0,82.49
10.07,190.06,1.0,179.99
28.75,78.65,1.0,49.9
14.52,38.42,3.0,23.9
16.79,44.69,1.0,27.9
14.1,25.65,1.0,11.55
17.23,157.22,3.0,139.99
22.4,712.29,5.0,689.89
58.76,187.76,1.0,129.0
135.62,385.61,5.0,249.99
96.67,1556.67,6.0,1460.0
27.07,136.97,1.0,109.9
14.39,195.29,1.0,180.9
61.37,151.37,10.0,90.0
18.23,37.13,3.0,18.9
11.85,56.85,5.0,45.0
23.6,383.5,8.0,359.9
18.01,127.01,2.0,109.0
16.01,195.91,6.0,179.9
13.14,157.55,1.0,144.41
17.74,87.64,1.0,69.9
12.87,42.16,1.0,29.29
12.48,46.28,4.0,33.8
7.39,37.29,1.0,29.9
15.16,73.66,2.0,58.5
21.9,179.7,3.0,157.8
35.28,73.93,1.0,112.58
18.23,66.23,6.0,48.0
20.8,62.8,6.0,42.0
17.93,57.88,2.0,39.95
15.23,45.13,4.0,29.9
16.79,42.69,3.0,25.9
15.94,185.94,1.0,170.0
47.35,146.35,2.0,99.0
15.1,30.0,1.0,14.9
25.52,82.64,1.0,15.8
15.1,40.09,1.0,24.99
17.76,205.76,5.0,188.0
105.54,444.54,9.0,339.0
8.14,168.13,4.0,159.99
22.69,221.69,10.0,199.0
22.73,292.63,3.0,269.9
18.23,68.13,1.0,49.9
14.1,61.0,1.0,46.9
19.53,99.43,1.0,79.9
50.85,80.83,1.0,29.98
14.14,69.14,1.0,55.0
17.95,117.94,3.0,99.99
14.52,33.51,1.0,18.99
53.54,223.44,4.0,169.9
32.46,394.06,6.0,164.57
20.14,140.13,2.0,119.99
29.39,62.99,6.0,33.6
314.02,1304.02,1.0,990.0
12.25,342.25,8.0,330.0
17.77,92.27,2.0,74.5
7.42,86.42,8.0,79.0
15.71,152.61,7.0,136.9
17.87,106.87,3.0,89.0
15.23,28.22,1.0,12.99
23.14,103.04,2.0,79.9
37.04,86.94,8.0,49.9
12.79,30.79,1.0,18.0
18.93,168.83,2.0,149.9
19.04,68.04,2.0,49.0
10.96,38.95,1.0,27.99
12.74,69.73,1.0,56.99
14.1,34.0,1.0,19.9
25.36,722.4,10.0,335.84
16.88,106.78,4.0,89.9
8.72,35.71,1.0,26.99
99.97,349.87,3.0,249.9
14.02,223.02,8.0,209.0
19.59,39.58,1.0,19.99
35.16,840.12,10.0,384.9
7.39,27.26,1.0,19.87
15.14,135.04,1.0,119.9
9.34,68.34,3.0,59.0
17.64,66.64,1.0,49.0
18.44,66.94,1.0,48.5
7.78,61.7,5.0,49.9
176.7,253.79999999999995,3.0,584.7
16.14,70.14,4.0,54.0
17.68,74.67,7.0,56.99
29.15,136.91,6.0,107.76
7.39,54.38,1.0,46.99
12.55,162.55,1.0,150.0
7.52,44.34,2.0,36.82
19.67,87.66,1.0,67.99
14.66,143.66,10.0,129.0
12.79,52.78,5.0,39.99
16.95,116.94,4.0,99.99
17.45,94.44,3.0,76.99
16.63,70.63,1.0,54.0
15.1,45.09,4.0,29.99
61.12,1830.12,10.0,1769.0
46.72,373.04,1.0,139.8
16.62,109.62,8.0,93.0
15.08,417.76,8.0,193.8
17.51,412.16,3.0,394.65
43.67,223.57,1.0,179.9
15.31,95.31,4.0,80.0
20.44,230.44,3.0,210.0
7.39,26.39,1.0,19.0
16.38,105.56,5.0,89.18
20.01,229.91,1.0,209.9
114.84,521.28,1.0,145.8
24.79,123.09,1.0,98.3
11.85,56.75,1.0,44.9
22.95,87.94,4.0,64.99
38.07,338.31,1.0,74.69999999999999
15.56,98.72,1.0,33.8
16.74,175.64,2.0,158.9
19.75,99.65,4.0,79.9
14.41,111.41,1.0,97.0
8.88,18.78,1.0,9.9
7.78,32.77,2.0,24.99
7.78,27.77,2.0,19.99
22.06,67.06,1.0,45.0
18.79,97.79,1.0,79.0
15.1,30.1,1.0,15.0
15.65,93.65,1.0,78.0
17.96,261.96,8.0,244.0
18.23,36.72,1.0,18.49
16.61,280.61,10.0,264.0
23.21,411.21,1.0,388.0
15.7,133.1,5.0,117.4
15.47,100.47,1.0,85.0
12.79,25.56,1.0,12.77
16.43,130.42,4.0,113.99
16.6,55.6,4.0,39.0
16.67,76.67,7.0,60.0
17.85,77.75,6.0,59.9
18.38,90.38,1.0,72.0
7.78,56.78,5.0,49.0
34.74,392.27,4.0,749.8
16.6,51.59,1.0,34.99
17.95,117.94,1.0,99.99
23.28,123.18,5.0,99.9
12.12,101.12,2.0,89.0
15.66,95.65,1.0,79.99
16.39,106.29,5.0,89.9
9.24,159.14,3.0,149.9
15.14,70.04,3.0,54.9
21.89,221.88,1.0,199.99
28.2,126.36,5.0,34.98
23.5,123.4,1.0,99.9
38.65,318.55,3.0,279.9
7.57,107.57,1.0,100.0
12.69,182.59,3.0,169.9
18.12,97.12,8.0,79.0
13.11,312.11,5.0,299.0
19.25,183.25,4.0,164.0
24.72,99.62,8.0,74.9
18.23,34.13,1.0,15.9
50.71,170.71,4.0,120.0
16.11,65.11,3.0,49.0
43.24,192.24,10.0,149.0
13.89,58.79,5.0,44.9
13.71,343.71,5.0,330.0
10.96,34.86,1.0,23.9
83.65,991.55,10.0,907.9
15.1,53.0,1.0,37.9
36.4,216.38,2.0,179.98
17.6,67.5,1.0,49.9
18.6,567.6,3.0,549.0
15.1,30.0,3.0,14.9
24.05,234.05,2.0,210.0
12.83,202.83,8.0,190.0
19.06,188.06,3.0,169.0
10.96,30.94,1.0,19.98
15.79,39.59,3.0,23.8
16.4,126.4,2.0,110.0
47.58,1114.65,1.0,323.97
11.85,47.75,2.0,35.9
7.39,20.27,1.0,12.88
19.63,114.52,10.0,94.89
51.27,251.26,5.0,199.99
15.42,60.42,2.0,45.0
23.78,163.68,3.0,139.9
8.27,69.76,2.0,61.49
28.23,938.79,8.0,284.70000000000005
16.26,166.25,1.0,149.99
15.08,145.07,1.0,129.99
14.64,93.64,1.0,79.0
15.1,34.0,1.0,18.9
23.39,107.39,10.0,84.0
16.14,136.04,1.0,119.9
15.39,105.38,8.0,89.99
8.72,65.71,1.0,56.99
16.94,88.84,1.0,71.9
15.1,40.0,1.0,24.9
75.56,213.58,2.0,138.01999999999998
41.36,338.72,3.0,128.0
25.66,142.96,7.0,117.3
20.35,819.35,10.0,799.0
22.97,90.77,1.0,67.8
16.11,41.11,4.0,25.0
32.96,100.86,5.0,67.9
12.79,62.69,1.0,49.9
21.18,119.08,1.0,97.9
36.31,177.2,1.0,140.89
21.2,78.19,3.0,56.99
16.4,126.3,5.0,109.9
25.26,85.16,1.0,59.9
7.39,31.38,3.0,23.99
15.31,94.74,1.0,79.43
10.96,26.71,1.0,15.75
32.5,342.96,1.0,138.98
33.24,50.14,5.0,16.9
12.48,54.38,1.0,41.9
38.24,136.24,10.0,98.0
18.72,138.62,5.0,119.9
25.18,355.08,3.0,329.9
18.35,128.35,1.0,110.0
13.71,49.7,1.0,35.99
8.48,53.48,1.0,45.0
18.54,112.54,1.0,94.0
8.72,58.71,1.0,49.99
30.2,200.36,1.0,69.98
25.18,175.08,1.0,149.9
71.88,2906.64,10.0,897.0
25.26,85.16,2.0,59.9
22.16,87.05,1.0,64.89
123.99,91.23,1.0,149.7
14.1,63.1,2.0,49.0
15.1,40.09,1.0,24.99
9.65,57.55,1.0,47.9
18.23,48.13,4.0,29.9
12.76,192.76,2.0,180.0
14.45,117.35,6.0,102.9
29.93,848.93,10.0,819.0
12.48,30.48,1.0,18.0
34.38,496.76,1.0,214.0
39.28,306.56,10.0,114.0
16.19,86.09,1.0,69.9
24.86,128.86,1.0,104.0
25.15,145.14,10.0,119.99
32.85,1232.85,6.0,1200.0
21.68,191.67,10.0,169.99
17.63,67.53,3.0,49.9
21.38,104.28,1.0,82.9
19.63,82.33,8.0,62.7
10.96,45.95,1.0,34.99
100.74,986.04,10.0,63.6
17.6,67.5,1.0,49.9
77.48,2106.54,10.0,624.7
15.14,265.04,7.0,249.9
25.14,160.14,6.0,135.0
21.81,166.61,4.0,144.8
16.15,71.75,1.0,55.6
17.88,107.78,5.0,89.9
15.11,43.11,1.0,28.0
9.24,159.14,1.0,149.9
36.99,274.99,1.0,238.0
22.93,67.92,3.0,44.99
21.06,115.96,1.0,94.9
14.55,233.55,5.0,219.0
12.48,62.38,2.0,49.9
18.66,167.66,2.0,149.0
14.58,84.58,1.0,70.0
17.52,207.42,1.0,189.9
17.95,117.94,5.0,99.99
16.11,55.11,1.0,39.0
7.39,20.38,1.0,12.99
17.63,34.63,2.0,17.0
9.2,127.1,1.0,117.9
22.07,73.06,1.0,50.99
15.2,174.2,1.0,159.0
33.7,1267.0,1.0,599.8
16.53,126.43,6.0,109.9
12.55,162.55,1.0,150.0
21.54,171.44,1.0,149.9
14.28,90.18,1.0,75.9
19.19,199.17,10.0,179.98
19.81,139.71,9.0,119.9
45.51,675.63,2.0,179.7
20.13,310.11,1.0,289.98
9.66,129.66,7.0,120.0
7.51,43.41,1.0,35.9
15.99,275.89,1.0,259.9
9.34,64.34,1.0,55.0
55.98,134.98,4.0,79.0
25.68,145.58,2.0,119.9
19.95,89.85,1.0,69.9
13.43,71.42,1.0,57.99
68.52,328.42,1.0,259.9
15.17,75.07,1.0,59.9
18.23,28.23,1.0,10.0
70.18,330.08,1.0,259.9
10.01,269.78,1.0,259.77
17.76,107.66,2.0,89.9
11.85,31.75,1.0,19.9
17.26,46.26,1.0,29.0
18.71,181.21,2.0,162.5
7.8,85.8,5.0,78.0
23.5,96.4,2.0,72.9
15.1,35.09,3.0,19.99
18.23,65.88,3.0,47.65
38.98,873.96,10.0,398.0
27.79,386.79,10.0,359.0
13.47,33.37,1.0,19.9
8.88,56.78,3.0,47.9
9.48,104.68,2.0,95.2
18.55,157.6,4.0,139.05
14.66,84.65,1.0,69.99
8.88,76.87,3.0,67.99
25.04,110.03,2.0,84.99
18.02,127.92,5.0,109.9
18.27,118.17,3.0,99.9
9.06,38.05,1.0,28.99
107.13,85.61,2.0,149.7
13.57,92.57,6.0,79.0
34.26,308.12,1.0,119.8
34.44,516.88,1.0,224.0
18.23,36.23,1.0,18.0
21.7,170.4,2.0,148.7
49.4,325.44,8.0,31.96
20.22,160.12,3.0,139.9
10.96,25.42,1.0,14.46
16.88,195.88,8.0,179.0
16.95,116.85,1.0,99.9
17.67,77.57,4.0,59.9
34.69,199.69,10.0,165.0
15.23,40.22,1.0,24.99
15.1,31.66,1.0,16.56
11.86,35.76,1.0,23.9
61.22,180.22,2.0,119.0
17.6,62.5,1.0,44.9
8.88,58.78,1.0,49.9
15.23,62.23,1.0,47.0
19.77,289.22,5.0,269.45
15.38,104.56,1.0,89.18
21.35,75.25,2.0,53.9
21.58,319.58,10.0,298.0
19.13,169.09,8.0,149.96
15.1,31.09,1.0,15.99
25.63,42.18,2.0,16.55
66.1,1059.27,10.0,286.98
14.11,49.11,1.0,35.0
7.78,42.68,1.0,34.9
26.74,63.27,1.0,99.8
8.88,26.77,2.0,17.89
13.64,102.64,1.0,89.0
37.11,97.11,2.0,60.0
18.59,88.49,4.0,69.9
38.08,426.08,3.0,388.0
8.11,38.1,1.0,29.99
32.29,2621.29,10.0,2589.0
59.92,179.92,10.0,120.0
12.55,72.45,3.0,59.9
22.41,90.31,1.0,67.9
13.37,63.27,1.0,49.9
13.38,162.38,1.0,149.0
28.1,323.8,1.0,133.8
15.1,28.08,1.0,12.98
18.32,96.32,1.0,78.0
17.68,79.58,1.0,61.9
7.71,37.61,3.0,29.9
26.86,289.72,2.0,118.0
32.22,132.2,6.0,99.98
8.2,143.1,10.0,134.9
7.39,19.26,1.0,11.87
15.55,225.45,3.0,209.9
31.26,302.12,3.0,119.8
17.16,147.15,3.0,129.99
17.78,42.77,1.0,24.99
48.98,547.98,1.0,499.0
23.92,183.92,5.0,160.0
16.96,72.86,6.0,55.9
7.39,47.29,1.0,39.9
15.54,137.76,1.0,259.98
18.12,143.11,4.0,124.99
9.07,252.07,3.0,243.0
40.34,290.07,10.0,539.8
34.15,84.14,1.0,49.99
26.27,231.27,10.0,205.0
72.74,186.27,10.0,299.8
18.23,35.68,3.0,17.45
46.8,437.56,5.0,171.98
16.79,53.79,1.0,37.0
17.67,77.66,2.0,59.99
12.8,32.7,1.0,19.9
15.51,74.01,4.0,58.5
11.16,411.16,8.0,400.0
12.71,65.71,2.0,53.0
13.4,412.4,5.0,399.0
18.23,58.23,5.0,40.0
17.66,76.66,7.0,59.0
14.0,100.9,2.0,86.9
30.64,201.28,1.0,70.0
7.6,56.6,2.0,49.0
66.8,326.8,1.0,260.0
19.07,189.06,1.0,169.99
23.7,83.68,1.0,59.98
15.52,75.42,1.0,59.9
25.63,70.62,1.0,44.99
10.96,45.86,3.0,34.9
8.27,31.17,1.0,22.9
13.37,58.36,1.0,44.99
23.49,103.39,2.0,79.9
14.8,164.7,2.0,149.9
33.16,133.48,1.0,233.8
28.2,54.59,1.0,80.98
31.14,458.28,1.0,198.0
27.16,147.06,1.0,119.9
11.15,28.57,1.0,17.42
14.87,174.67,2.0,159.8
14.5,121.5,1.0,107.0
7.78,33.77,1.0,25.99
19.57,74.47,1.0,54.9
15.38,105.28,4.0,89.9
14.11,63.11,1.0,49.0
13.75,103.65,1.0,89.9
8.64,53.54,1.0,44.9
21.1,121.1,3.0,100.0
26.07,145.97,4.0,119.9
12.48,46.28,4.0,33.8
49.17,379.07,10.0,329.9
17.66,655.32,1.0,310.0
45.12,112.05,1.0,178.98
36.36,672.32,2.0,299.8
11.85,51.75,1.0,39.9
27.54,350.72,10.0,323.18
13.74,133.64,1.0,119.9
24.78,224.78,10.0,200.0
15.16,74.06,7.0,58.9
11.15,50.15,1.0,39.0
14.1,54.09,5.0,39.99
0.0,53.9,3.0,53.9
15.74,138.73,1.0,122.99
13.08,42.58,3.0,29.5
26.89,75.79,2.0,48.9
39.46,209.46,4.0,170.0
32.86,525.72,10.0,230.0
11.77,92.76,3.0,80.99
174.49,1014.48,1.0,839.99
18.11,62.16,6.0,44.05
18.55,204.45,1.0,185.9
13.13,126.03,1.0,112.9
17.97,236.97,8.0,219.0
15.1,60.0,1.0,44.9
16.15,72.15,1.0,56.0
11.85,61.85,3.0,50.0
21.92,101.44,1.0,28.8
22.17,262.16,1.0,239.99
16.21,81.11,5.0,64.9
47.4,244.52,2.0,197.12
11.81,51.8,1.0,39.99
26.88,293.36,1.0,119.8
67.81,413.22,6.0,138.8
15.27,90.17,1.0,74.9
11.73,84.72,4.0,72.99
24.39,135.96,2.0,111.57
12.06,92.05,9.0,79.99
16.7,151.69,6.0,134.99
53.41,169.31,8.0,115.9
47.92,246.92,3.0,199.0
26.61,70.51,5.0,43.9
7.4,27.3,1.0,19.9
17.09,207.08,1.0,189.99
17.67,77.56,2.0,59.89
20.64,100.54,1.0,79.9
153.32,120.5,1.0,328.68
7.74,30.06,1.0,22.32
24.84,62.83,5.0,37.99
12.79,47.79,1.0,35.0
14.41,109.31,4.0,94.9
31.66,1262.92,6.0,599.8
34.15,83.15,8.0,49.0
59.32,236.64,1.0,177.32
7.78,76.78,1.0,69.0
20.9,79.9,7.0,59.0
17.33,102.23,1.0,84.9
19.18,437.18,2.0,418.0
71.54,1925.77,10.0,3780.0
19.32,67.22,1.0,47.9
15.1,35.0,3.0,19.9
7.72,50.72,3.0,43.0
17.92,56.92,1.0,39.0
15.31,95.3,1.0,79.99
47.61,202.51,1.0,154.9
16.06,67.46,1.0,51.4
17.6,210.6,5.0,193.0
35.34,77.57,1.0,119.8
28.2,226.0,6.0,84.8
13.21,142.7,1.0,129.49
38.06,89.02,5.0,139.98
17.66,76.65,3.0,58.99
45.38,264.38,6.0,219.0
21.57,201.53,7.0,179.96
10.45,310.44,1.0,299.99
14.12,56.12,1.0,42.0
19.18,89.17,1.0,69.99
13.08,88.08,1.0,75.0
40.1,150.0,1.0,109.9
9.66,49.65,1.0,39.99
7.39,47.38,1.0,39.99
16.5,266.5,8.0,250.0
11.74,36.64,3.0,24.9
22.68,80.38,1.0,57.7
15.59,135.49,1.0,119.9
39.11,234.08,1.0,194.97
17.77,92.57,2.0,74.8
9.09,58.99,4.0,49.9
16.06,105.06,1.0,89.0
43.02,180.01,1.0,136.99
11.1,81.0,1.0,69.9
17.67,66.67,6.0,49.0
26.9,77.8,7.0,50.9
0.0,99.9,1.0,99.9
29.5,154.65,1.0,279.8
15.1,45.0,1.0,29.9
142.97,842.96,10.0,699.99
19.32,64.22,1.0,44.9
19.08,139.07,1.0,119.99
0.0,99.9,4.0,99.9
35.62,393.32,2.0,161.04
22.1,47.0,1.0,24.9
14.32,283.32,3.0,269.0
18.15,147.05,1.0,128.9
15.52,125.42,9.0,109.9
19.84,105.74,1.0,85.9
18.63,160.53,3.0,141.9
9.44,58.34,1.0,48.9
10.04,99.54,2.0,89.5
22.99,721.99,8.0,699.0
16.79,45.69,1.0,28.9
108.68,1213.36,10.0,498.0
18.23,51.13,1.0,32.9
14.16,72.36,2.0,58.2
11.86,65.76,1.0,53.9
15.19,78.18,2.0,62.99
16.53,96.43,1.0,79.9
15.23,40.22,4.0,24.99
9.27,42.27,1.0,33.0
18.34,264.68,5.0,114.0
22.4,121.4,3.0,99.0
7.78,26.77,1.0,18.99
17.6,67.5,1.0,49.9
8.94,36.84,1.0,27.9
14.1,54.0,1.0,39.9
11.85,35.84,1.0,23.99
21.19,121.19,2.0,100.0
25.16,394.16,9.0,369.0
7.39,31.38,3.0,23.99
15.66,179.66,5.0,164.0
12.48,51.38,1.0,38.9
31.74,511.74,1.0,480.0
36.1,428.2,1.0,178.0
47.2,1146.2,10.0,1099.0
0.0,110.0,1.0,110.0
69.9,319.9,6.0,250.0
16.4,83.16,1.0,66.76
54.0,77.9,1.0,179.7
15.11,41.01,4.0,25.9
22.66,192.56,1.0,169.9
12.6,111.6,4.0,99.0
19.45,88.45,6.0,69.0
48.52,1693.04,10.0,798.0
52.06,5464.12,10.0,2680.0
11.85,25.5,1.0,13.65
11.5,80.49,1.0,68.99
11.85,61.75,1.0,49.9
20.99,70.9,4.0,49.91
15.39,56.29,1.0,40.9
23.7,103.0,1.0,27.8
28.22,176.4,1.0,59.98
9.15,66.14,1.0,56.99
34.55,334.54,3.0,299.99
12.85,247.75,3.0,234.9
16.46,86.36,1.0,69.9
7.87,76.87,3.0,69.0
21.39,150.39,1.0,129.0
22.34,242.24,10.0,219.9
15.1,37.09,1.0,21.99
21.44,156.44,1.0,135.0
7.78,22.68,1.0,14.9
9.42,79.41,1.0,69.99
38.84,455.52,1.0,113.0
13.16,116.06,6.0,102.9
30.34,300.28,2.0,119.8
46.54,360.68,5.0,133.8
11.85,35.84,1.0,23.99
14.38,104.28,5.0,89.9
18.14,223.14,10.0,205.0
12.98,57.97,4.0,44.99
87.77,256.77,10.0,169.0
44.12,343.12,7.0,299.0
15.41,95.4,3.0,79.99
11.85,37.84,1.0,25.99
22.99,61.88,1.0,38.89
8.11,48.01,4.0,39.9
12.43,82.33,1.0,69.9
12.9,212.8,10.0,199.9
29.03,118.93,7.0,89.9
15.1,54.1,1.0,39.0
19.32,59.22,1.0,39.9
