order_item_count,total_freight_value,total_payment,payment_installments,total_price
1,8.88,70.88,2.0,62.0
1,19.98,89.88,1.0,69.9
1,14.51,174.41,1.0,159.9
1,18.98,175.98,5.0,157.0
1,7.45,34.44,1.0,26.99
1,9.34,36.24,1.0,26.9
1,9.72,67.71,5.0,57.99
1,13.77,338.77,1.0,325.0
1,14.1,31.0,1.0,16.9
1,16.03,180.93,3.0,164.9
2,25.38,250.36,2.0,99.8
1,17.8,96.8,9.0,79.0
2,22.38,364.76,1.0,160.0
1,27.8,207.79,1.0,179.99
1,16.11,56.01,1.0,39.9
1,14.52,44.42,2.0,29.9
1,17.06,42.55,1.0,25.49
1,13.74,68.64,1.0,54.9
1,9.12,89.11,1.0,79.99
1,16.79,27.78,1.0,10.99
1,18.72,107.72,1.0,89.0
1,16.19,96.19,1.0,80.0
1,17.92,112.95,1.0,95.03
1,17.45,161.86,2.0,144.41
1,18.03,82.02,3.0,63.99
1,17.43,116.43,1.0,99.0
1,17.63,57.53,2.0,39.9
1,24.01,623.01,9.0,599.0
1,14.61,57.58,1.0,42.97
1,14.1,44.09,1.0,29.99
1,14.1,54.09,1.0,39.99
1,17.42,157.32,1.0,139.9
1,11.83,391.73,8.0,379.9
1,8.27,33.17,1.0,24.9
1,17.93,115.42,4.0,97.49
1,19.63,209.53,4.0,189.9
1,39.38,229.28,4.0,189.9
1,9.17,128.17,2.0,119.0
1,36.36,116.34,3.0,79.98
1,11.85,61.75,4.0,49.9
1,12.74,69.73,1.0,56.99
1,7.87,18.87,1.0,11.0
1,16.32,241.32,10.0,225.0
3,86.81,952.53,10.0,230.7
1,15.8,165.8,7.0,150.0
1,13.07,71.07,2.0,58.0
1,23.98,223.88,8.0,199.9
1,13.88,56.88,5.0,43.0
1,12.89,91.89,2.0,79.0
1,15.73,155.72,1.0,139.99
1,8.88,48.78,1.0,39.9
1,14.1,64.09,1.0,49.99
1,16.49,265.49,8.0,249.0
2,17.64,94.88,1.0,29.8
2,30.0,336.0,6.0,138.0
1,38.47,98.37,3.0,59.9
2,26.0,371.6,1.0,159.8
1,15.73,155.63,6.0,139.9
1,117.99,667.99,10.0,550.0
1,7.39,42.29,1.0,34.9
1,17.76,107.76,2.0,90.0
1,23.84,172.84,10.0,149.0
1,16.4,107.4,1.0,91.0
2,32.22,244.44,1.0,90.0
1,15.31,95.21,3.0,79.9
1,18.92,115.92,1.0,97.0
1,7.78,26.68,1.0,18.9
1,17.48,96.48,1.0,79.0
2,14.78,228.76,1.0,99.6
1,21.28,141.28,6.0,120.0
1,69.45,487.45,6.0,418.0
3,36.39,357.81,1.0,82.88
1,16.37,246.36,1.0,229.99
1,14.7,149.7,2.0,135.0
1,7.78,56.78,2.0,49.0
1,38.53,178.52,1.0,139.99
1,20.88,89.87,1.0,68.99
1,21.32,140.22,5.0,118.9
1,23.29,93.19,4.0,69.9
1,26.78,126.68,1.0,99.9
1,14.5,73.4,2.0,58.9
1,11.77,141.67,2.0,129.9
1,24.05,133.95,1.0,109.9
1,7.78,47.68,1.0,39.9
1,28.04,307.94,8.0,279.9
2,72.82,945.24,20.0,399.8
1,21.67,146.66,2.0,124.99
1,16.05,201.04,3.0,184.99
1,16.14,70.04,1.0,53.9
2,15.56,167.12,1.0,68.0
1,45.12,194.12,1.0,149.0
1,12.94,52.93,5.0,39.99
1,18.86,248.85,1.0,229.99
1,15.7,105.6,2.0,89.9
1,19.77,133.62,2.0,113.85
2,35.26,250.12,1.0,89.8
1,65.21,174.21,1.0,109.0
1,14.7,514.6,10.0,499.9
1,7.39,27.29,1.0,19.9
1,16.56,225.56,8.0,209.0
1,15.23,40.23,2.0,25.0
1,16.46,116.36,1.0,99.9
1,42.38,77.38,2.0,35.0
1,14.59,74.59,1.0,60.0
1,13.25,113.15,1.0,99.9
1,14.24,84.14,1.0,69.9
1,18.29,88.19,1.0,69.9
2,32.24,212.02,3.0,391.8
2,17.44,33.62,1.0,49.8
1,23.51,198.51,7.0,175.0
1,23.14,103.13,2.0,79.99
1,15.11,40.01,1.0,24.9
1,11.69,82.69,1.0,71.0
1,22.06,71.06,1.0,49.0
1,26.03,196.02,3.0,169.99
1,11.73,21.72,2.0,9.99
1,19.12,95.11,1.0,75.99
1,12.76,102.66,1.0,89.9
1,15.79,37.69,1.0,21.9
1,16.49,264.49,3.0,248.0
1,14.1,38.09,1.0,23.99
1,15.87,175.77,5.0,159.9
1,7.79,94.79,1.0,87.0
1,17.88,107.78,2.0,89.9
1,15.73,155.63,1.0,139.9
1,13.48,902.38,5.0,888.9
1,18.44,98.34,1.0,79.9
1,26.05,135.95,6.0,109.9
1,7.39,23.89,1.0,16.5
1,16.79,41.78,1.0,24.99
1,40.02,366.18,2.0,326.16
1,18.23,48.13,1.0,29.9
1,18.55,199.03,10.0,180.48
1,13.75,117.75,8.0,104.0
1,17.86,105.71,5.0,87.85
2,31.26,55.62,1.0,79.98
1,19.6,149.59,1.0,129.99
1,11.85,24.75,1.0,12.9
1,15.65,93.65,3.0,78.0
1,0.0,69.9,6.0,69.9
1,15.11,66.74,6.0,51.63
1,7.87,36.36,1.0,28.49
1,17.63,33.73,1.0,16.1
1,73.11,1173.11,4.0,1100.0
2,23.9,567.4,6.0,259.8
1,21.23,141.13,1.0,119.9
4,73.12,66.18,1.0,191.6
1,10.96,50.95,2.0,39.99
1,15.1,37.6,1.0,22.5
1,7.78,36.78,1.0,29.0
3,105.29,854.19,1.0,179.44
1,51.97,351.96,8.0,299.99
1,15.38,105.28,1.0,89.9
2,26.46,248.52,3.0,97.8
4,69.36,305.36,2.0,236.0
1,25.63,44.62,1.0,18.99
1,10.96,27.86,1.0,16.9
1,9.7,358.5,8.0,348.8
2,30.2,102.8,2.0,21.2
1,15.14,214.14,4.0,199.0
1,15.1,53.9,1.0,38.8
1,18.73,108.72,4.0,89.99
1,18.2,108.19,1.0,89.99
1,31.09,720.98,5.0,689.89
1,18.23,64.98,1.0,46.75
1,19.44,99.34,1.0,79.9
1,12.88,90.56,1.0,77.68
1,19.8,99.7,7.0,79.9
1,7.78,56.78,4.0,49.0
1,66.17,286.17,3.0,220.0
1,20.98,64.88,1.0,43.9
1,16.41,175.41,10.0,159.0
1,18.07,88.06,4.0,69.99
1,12.93,37.93,1.0,25.0
1,21.54,171.44,3.0,149.9
2,36.46,34.2,1.0,31.94
1,17.86,105.71,8.0,87.85
1,8.11,42.41,4.0,34.3
1,33.22,722.22,1.0,689.0
2,97.68,755.12,7.0,279.88
1,17.95,117.94,10.0,99.99
1,19.32,68.22,1.0,48.9
1,7.39,24.39,1.0,17.0
1,7.88,27.78,1.0,19.9
1,8.27,53.76,1.0,45.49
1,14.51,227.51,1.0,213.0
6,109.38,1735.92,1.0,179.94
6,87.12,1134.36,1.0,101.94
1,12.62,172.52,3.0,159.9
1,20.81,209.81,1.0,189.0
1,11.5,138.98,2.0,127.48
1,23.24,86.04,1.0,62.8
1,16.74,86.64,1.0,69.9
1,9.44,99.43,6.0,89.99
1,62.07,251.97,10.0,189.9
1,37.46,636.46,1.0,599.0
1,17.33,386.33,10.0,369.0
1,17.4,251.71,1.0,234.31
1,30.72,270.72,5.0,240.0
1,15.2,57.0,1.0,41.8
1,23.37,173.27,1.0,149.9
1,13.45,157.45,2.0,144.0
2,38.86,389.43,5.0,740.0
1,14.2,79.19,1.0,64.99
1,7.46,35.36,1.0,27.9
1,13.71,48.61,1.0,34.9
1,19.72,134.71,4.0,114.99
1,9.97,88.87,1.0,78.9
1,22.87,76.36,4.0,53.49
1,15.49,120.67,1.0,105.18
2,14.78,213.52,10.0,91.98
1,10.84,279.84,1.0,269.0
1,37.44,186.14,1.0,148.7
1,10.96,55.96,1.0,45.0
1,13.39,118.29,1.0,104.9
4,53.48,532.32,1.0,79.6
1,8.27,24.64,1.0,16.37
1,15.79,30.25,3.0,14.46
1,11.9,111.8,1.0,99.9
1,15.23,61.22,5.0,45.99
1,22.91,81.91,4.0,59.0
1,19.95,128.95,5.0,109.0
1,18.47,102.27,1.0,83.8
1,10.13,170.12,3.0,159.99
1,17.67,77.57,7.0,59.9
1,15.79,45.78,1.0,29.99
1,17.45,197.35,2.0,179.9
1,18.89,53.89,1.0,35.0
1,13.75,133.75,1.0,120.0
3,39.69,388.17,1.0,89.69999999999999
1,19.59,49.73,4.0,26.5
1,14.1,60.5,3.0,46.4
1,22.21,62.18,1.0,39.97
1,18.31,48.21,2.0,29.9
1,15.15,72.14,4.0,56.99
1,12.48,49.18,1.0,36.7
2,23.7,151.36,1.0,51.98
1,26.86,106.76,3.0,79.9
1,18.72,138.62,3.0,119.9
1,18.94,138.84,1.0,119.9
2,23.7,145.36,1.0,48.98
1,11.85,26.45,1.0,14.6
1,20.32,160.22,10.0,139.9
2,30.1,272.0,3.0,105.9
1,150.8,1476.8,10.0,1326.0
1,24.83,244.81,3.0,219.98
1,35.73,103.63,1.0,67.9
1,38.83,118.73,1.0,79.9
1,18.23,63.13,1.0,44.9
1,13.75,133.75,6.0,120.0
1,17.84,97.74,9.0,79.9
1,20.68,190.58,8.0,169.9
1,7.78,36.77,1.0,28.99
1,29.74,459.64,1.0,429.9
1,16.14,71.04,2.0,54.9
2,55.18,102.59,1.0,150.0
1,64.3,190.3,1.0,126.0
1,12.69,38.29,1.0,25.6
1,59.15,212.32,8.0,153.17
1,38.39,158.38,2.0,119.99
1,20.39,378.39,10.0,358.0
1,25.38,74.38,3.0,49.0
1,14.2,183.1,1.0,168.9
1,11.97,121.96,1.0,109.99
1,15.11,53.01,2.0,37.9
4,56.81,1033.64,1.0,201.6
1,62.39,174.39,5.0,112.0
1,19.44,87.24,8.0,67.8
1,8.26,208.16,9.0,199.9
1,13.67,173.57,1.0,159.9
1,7.78,37.77,1.0,29.99
1,18.22,156.22,2.0,138.0
1,23.92,173.82,1.0,149.9
1,13.57,92.57,5.0,79.0
1,17.65,147.55,3.0,129.9
1,27.17,117.07,10.0,89.9
1,14.53,66.03,1.0,51.5
1,43.1,142.1,4.0,99.0
1,16.05,44.95,1.0,28.9
1,19.6,538.6,1.0,519.0
1,11.85,44.49,1.0,32.64
2,26.16,67.98,1.0,109.8
1,12.85,71.85,6.0,59.0
1,19.89,119.79,3.0,99.9
1,49.57,558.57,10.0,509.0
1,18.23,46.13,1.0,27.9
1,12.48,33.56,3.0,18.9
6,45.18,410.12,1.0,570.0
1,19.37,44.36,4.0,24.99
1,17.93,35.83,1.0,17.9
1,7.39,27.38,2.0,19.99
1,15.97,190.87,1.0,174.9
1,13.9,105.9,4.0,92.0
2,16.58,153.12,3.0,59.98
1,15.23,51.13,1.0,35.9
1,36.29,126.19,1.0,89.9
1,126.44,975.44,10.0,849.0
1,17.0,96.9,4.0,79.9
1,7.87,39.58,1.0,31.71
1,36.85,206.84,4.0,169.99
1,15.23,45.22,1.0,29.99
1,15.37,478.37,5.0,463.0
2,86.36,172.18,1.0,258.0
1,27.5,118.4,3.0,90.9
1,17.47,107.01,3.0,89.54
1,16.07,106.07,4.0,90.0
1,17.66,76.66,7.0,59.0
1,14.55,70.55,3.0,56.0
1,15.38,105.28,1.0,89.9
1,21.71,151.61,3.0,129.9
1,37.97,97.87,2.0,59.9
1,11.15,70.14,1.0,58.99
1,23.6,423.59,10.0,399.99
1,15.74,138.73,6.0,122.99
1,15.72,135.62,1.0,119.9
3,43.6,727.4399999999999,10.0,198.89
1,33.92,223.82,1.0,189.9
1,17.67,77.57,2.0,59.9
1,8.03,118.03,2.0,110.0
1,23.96,322.96,15.0,299.0
1,8.91,87.9,2.0,78.99
1,59.25,159.15,1.0,99.9
1,18.83,123.73,3.0,104.9
1,7.78,56.78,1.0,49.0
1,9.41,94.4,1.0,84.99
2,36.46,140.92,1.0,34.0
1,17.09,137.09,1.0,120.0
1,12.76,192.75,10.0,179.99
2,33.71,555.22,8.0,243.9
1,13.19,120.19,1.0,107.0
2,67.8,84.8,1.0,101.8
1,11.77,91.77,4.0,80.0
1,13.57,73.47,6.0,59.9
2,42.3,172.2,1.0,43.8
2,16.42,572.84,1.0,270.0
1,7.78,32.78,3.0,25.0
1,20.72,245.72,8.0,225.0
1,17.6,68.3,1.0,50.7
1,7.47,37.46,1.0,29.99
1,15.3,93.3,1.0,78.0
1,17.8,197.8,1.0,180.0
1,18.0,66.9,6.0,48.9
1,11.24,101.14,8.0,89.9
1,23.57,123.32,1.0,99.75
2,14.78,169.52,1.0,69.98
1,14.52,25.51,2.0,10.99
1,22.11,48.11,1.0,26.0
1,29.46,59.16,1.0,29.7
1,15.1,43.0,2.0,27.9
1,9.51,109.5,1.0,99.99
1,19.32,69.31,1.0,49.99
1,29.1,129.0,2.0,99.9
1,17.83,100.82,1.0,82.99
1,19.49,218.49,1.0,199.0
3,23.34,128.31,4.0,104.97
3,60.06,138.15,1.0,354.39
1,16.75,176.74,9.0,159.99
6,95.58,772.47,10.0,419.4
1,49.8,219.79,1.0,169.99
1,17.26,77.25,3.0,59.99
1,15.27,90.26,1.0,74.99
1,13.01,712.91,10.0,699.9
1,15.27,90.17,1.0,74.9
1,18.58,182.91,6.0,164.33
1,0.0,99.9,1.0,99.9
1,18.08,367.98,3.0,349.9
1,9.74,55.94,1.0,46.2
1,11.85,20.61,1.0,8.76
1,7.78,30.77,1.0,22.99
1,18.68,101.17,6.0,82.49
1,10.07,190.06,1.0,179.99
1,28.75,78.65,1.0,49.9
1,14.52,38.42,3.0,23.9
1,16.79,44.69,1.0,27.9
1,14.1,25.65,1.0,11.55
1,17.23,157.22,3.0,139.99
1,22.4,712.29,5.0,689.89
1,58.76,187.76,1.0,129.0
1,135.62,385.61,5.0,249.99
1,96.67,1556.67,6.0,1460.0
1,27.07,136.97,1.0,109.9
1,14.39,195.29,1.0,180.9
1,61.37,151.37,10.0,90.0
1,18.23,37.13,3.0,18.9
1,11.85,56.85,5.0,45.0
1,23.6,383.5,8.0,359.9
1,18.01,127.01,2.0,109.0
1,16.01,195.91,6.0,179.9
1,13.14,157.55,1.0,144.41
1,17.74,87.64,1.0,69.9
1,12.87,42.16,1.0,29.29
1,12.48,46.28,4.0,33.8
1,7.39,37.29,1.0,29.9
1,15.16,73.66,2.0,58.5
1,21.9,179.7,3.0,157.8
2,35.28,73.93,1.0,112.58
1,18.23,66.23,6.0,48.0
1,20.8,62.8,6.0,42.0
1,17.93,57.88,2.0,39.95
1,15.23,45.13,4.0,29.9
1,16.79,42.69,3.0,25.9
1,15.94,185.94,1.0,170.0
1,47.35,146.35,2.0,99.0
1,15.1,30.0,1.0,14.9
2,25.52,82.64,1.0,15.8
1,15.1,40.09,1.0,24.99
1,17.76,205.76,5.0,188.0
1,105.54,444.54,9.0,339.0
1,8.14,168.13,4.0,159.99
1,22.69,221.69,10.0,199.0
1,22.73,292.63,3.0,269.9
1,18.23,68.13,1.0,49.9
1,14.1,61.0,1.0,46.9
1,19.53,99.43,1.0,79.9
1,50.85,80.83,1.0,29.98
1,14.14,69.14,1.0,55.0
1,17.95,117.94,3.0,99.99
1,14.52,33.51,1.0,18.99
1,53.54,223.44,4.0,169.9
2,32.46,394.06,6.0,164.57
1,20.14,140.13,2.0,119.99
1,29.39,62.99,6.0,33.6
1,314.02,1304.02,1.0,990.0
1,12.25,342.25,8.0,330.0
1,17.77,92.27,2.0,74.5
1,7.42,86.42,8.0,79.0
1,15.71,152.61,7.0,136.9
1,17.87,106.87,3.0,89.0
1,15.23,28.22,1.0,12.99
1,23.14,103.04,2.0,79.9
1,37.04,86.94,8.0,49.9
1,12.79,30.79,1.0,18.0
1,18.93,168.83,2.0,149.9
1,19.04,68.04,2.0,49.0
1,10.96,38.95,1.0,27.99
1,12.74,69.73,1.0,56.99
1,14.1,34.0,1.0,19.9
2,25.36,722.4,10.0,335.84
1,16.88,106.78,4.0,89.9
1,8.72,35.71,1.0,26.99
1,99.97,349.87,3.0,249.9
1,14.02,223.02,8.0,209.0
1,19.59,39.58,1.0,19.99
2,35.16,840.12,10.0,384.9
1,7.39,27.26,1.0,19.87
1,15.14,135.04,1.0,119.9
1,9.34,68.34,3.0,59.0
1,17.64,66.64,1.0,49.0
1,18.44,66.94,1.0,48.5
1,7.78,61.7,5.0,49.9
3,176.7,253.79999999999995,3.0,584.7
1,16.14,70.14,4.0,54.0
1,17.68,74.67,7.0,56.99
1,29.15,136.91,6.0,107.76
1,7.39,54.38,1.0,46.99
1,12.55,162.55,1.0,150.0
1,7.52,44.34,2.0,36.82
1,19.67,87.66,1.0,67.99
1,14.66,143.66,10.0,129.0
1,12.79,52.78,5.0,39.99
1,16.95,116.94,4.0,99.99
1,17.45,94.44,3.0,76.99
1,16.63,70.63,1.0,54.0
1,15.1,45.09,4.0,29.99
1,61.12,1830.12,10.0,1769.0
2,46.72,373.04,1.0,139.8
1,16.62,109.62,8.0,93.0
2,15.08,417.76,8.0,193.8
1,17.51,412.16,3.0,394.65
1,43.67,223.57,1.0,179.9
1,15.31,95.31,4.0,80.0
1,20.44,230.44,3.0,210.0
1,7.39,26.39,1.0,19.0
1,16.38,105.56,5.0,89.18
1,20.01,229.91,1.0,209.9
2,114.84,521.28,1.0,145.8
1,24.79,123.09,1.0,98.3
1,11.85,56.75,1.0,44.9
1,22.95,87.94,4.0,64.99
3,38.07,338.31,1.0,74.69999999999999
2,15.56,98.72,1.0,33.8
1,16.74,175.64,2.0,158.9
1,19.75,99.65,4.0,79.9
1,14.41,111.41,1.0,97.0
1,8.88,18.78,1.0,9.9
1,7.78,32.77,2.0,24.99
1,7.78,27.77,2.0,19.99
1,22.06,67.06,1.0,45.0
1,18.79,97.79,1.0,79.0
1,15.1,30.1,1.0,15.0
1,15.65,93.65,1.0,78.0
1,17.96,261.96,8.0,244.0
1,18.23,36.72,1.0,18.49
1,16.61,280.61,10.0,264.0
1,23.21,411.21,1.0,388.0
1,15.7,133.1,5.0,117.4
1,15.47,100.47,1.0,85.0
1,12.79,25.56,1.0,12.77
1,16.43,130.42,4.0,113.99
1,16.6,55.6,4.0,39.0
1,16.67,76.67,7.0,60.0
1,17.85,77.75,6.0,59.9
1,18.38,90.38,1.0,72.0
1,7.78,56.78,5.0,49.0
2,34.74,392.27,4.0,749.8
1,16.6,51.59,1.0,34.99
1,17.95,117.94,1.0,99.99
1,23.28,123.18,5.0,99.9
1,12.12,101.12,2.0,89.0
1,15.66,95.65,1.0,79.99
1,16.39,106.29,5.0,89.9
1,9.24,159.14,3.0,149.9
1,15.14,70.04,3.0,54.9
1,21.89,221.88,1.0,199.99
2,28.2,126.36,5.0,34.98
1,23.5,123.4,1.0,99.9
1,38.65,318.55,3.0,279.9
1,7.57,107.57,1.0,100.0
1,12.69,182.59,3.0,169.9
1,18.12,97.12,8.0,79.0
1,13.11,312.11,5.0,299.0
1,19.25,183.25,4.0,164.0
1,24.72,99.62,8.0,74.9
1,18.23,34.13,1.0,15.9
1,50.71,170.71,4.0,120.0
1,16.11,65.11,3.0,49.0
1,43.24,192.24,10.0,149.0
1,13.89,58.79,5.0,44.9
1,13.71,343.71,5.0,330.0
1,10.96,34.86,1.0,23.9
1,83.65,991.55,10.0,907.9
1,15.1,53.0,1.0,37.9
2,36.4,216.38,2.0,179.98
1,17.6,67.5,1.0,49.9
1,18.6,567.6,3.0,549.0
1,15.1,30.0,3.0,14.9
1,24.05,234.05,2.0,210.0
1,12.83,202.83,8.0,190.0
1,19.06,188.06,3.0,169.0
1,10.96,30.94,1.0,19.98
1,15.79,39.59,3.0,23.8
1,16.4,126.4,2.0,110.0
3,47.58,1114.65,1.0,323.97
1,11.85,47.75,2.0,35.9
1,7.39,20.27,1.0,12.88
1,19.63,114.52,10.0,94.89
1,51.27,251.26,5.0,199.99
1,15.42,60.42,2.0,45.0
1,23.78,163.68,3.0,139.9
1,8.27,69.76,2.0,61.49
3,28.23,938.79,8.0,284.70000000000005
1,16.26,166.25,1.0,149.99
1,15.08,145.07,1.0,129.99
1,14.64,93.64,1.0,79.0
1,15.1,34.0,1.0,18.9
1,23.39,107.39,10.0,84.0
1,16.14,136.04,1.0,119.9
1,15.39,105.38,8.0,89.99
1,8.72,65.71,1.0,56.99
1,16.94,88.84,1.0,71.9
1,15.1,40.0,1.0,24.9
4,75.56,213.58,2.0,138.01999999999998
2,41.36,338.72,3.0,128.0
1,25.66,142.96,7.0,117.3
1,20.35,819.35,10.0,799.0
1,22.97,90.77,1.0,67.8
1,16.11,41.11,4.0,25.0
1,32.96,100.86,5.0,67.9
1,12.79,62.69,1.0,49.9
1,21.18,119.08,1.0,97.9
1,36.31,177.2,1.0,140.89
1,21.2,78.19,3.0,56.99
1,16.4,126.3,5.0,109.9
1,25.26,85.16,1.0,59.9
1,7.39,31.38,3.0,23.99
1,15.31,94.74,1.0,79.43
1,10.96,26.71,1.0,15.75
2,32.5,342.96,1.0,138.98
1,33.24,50.14,5.0,16.9
1,12.48,54.38,1.0,41.9
1,38.24,136.24,10.0,98.0
1,18.72,138.62,5.0,119.9
1,25.18,355.08,3.0,329.9
1,18.35,128.35,1.0,110.0
1,13.71,49.7,1.0,35.99
1,8.48,53.48,1.0,45.0
1,18.54,112.54,1.0,94.0
1,8.72,58.71,1.0,49.99
2,30.2,200.36,1.0,69.98
1,25.18,175.08,1.0,149.9
3,71.88,2906.64,10.0,897.0
1,25.26,85.16,2.0,59.9
1,22.16,87.05,1.0,64.89
3,123.99,91.23,1.0,149.7
1,14.1,63.1,2.0,49.0
1,15.1,40.09,1.0,24.99
1,9.65,57.55,1.0,47.9
1,18.23,48.13,4.0,29.9
1,12.76,192.76,2.0,180.0
1,14.45,117.35,6.0,102.9
1,29.93,848.93,10.0,819.0
1,12.48,30.48,1.0,18.0
2,34.38,496.76,1.0,214.0
2,39.28,306.56,10.0,114.0
1,16.19,86.09,1.0,69.9
1,24.86,128.86,1.0,104.0
1,25.15,145.14,10.0,119.99
1,32.85,1232.85,6.0,1200.0
1,21.68,191.67,10.0,169.99
1,17.63,67.53,3.0,49.9
1,21.38,104.28,1.0,82.9
1,19.63,82.33,8.0,62.7
1,10.96,45.95,1.0,34.99
6,100.74,986.04,10.0,63.6
1,17.6,67.5,1.0,49.9
3,77.48,2106.54,10.0,624.7
1,15.14,265.04,7.0,249.9
1,25.14,160.14,6.0,135.0
1,21.81,166.61,4.0,144.8
1,16.15,71.75,1.0,55.6
1,17.88,107.78,5.0,89.9
1,15.11,43.11,1.0,28.0
1,9.24,159.14,1.0,149.9
1,36.99,274.99,1.0,238.0
1,22.93,67.92,3.0,44.99
1,21.06,115.96,1.0,94.9
1,14.55,233.55,5.0,219.0
1,12.48,62.38,2.0,49.9
1,18.66,167.66,2.0,149.0
1,14.58,84.58,1.0,70.0
1,17.52,207.42,1.0,189.9
1,17.95,117.94,5.0,99.99
1,16.11,55.11,1.0,39.0
1,7.39,20.38,1.0,12.99
1,17.63,34.63,2.0,17.0
1,9.2,127.1,1.0,117.9
1,22.07,73.06,1.0,50.99
1,15.2,174.2,1.0,159.0
2,33.7,1267.0,1.0,599.8
1,16.53,126.43,6.0,109.9
1,12.55,162.55,1.0,150.0
1,21.54,171.44,1.0,149.9
1,14.28,90.18,1.0,75.9
1,19.19,199.17,10.0,179.98
1,19.81,139.71,9.0,119.9
3,45.51,675.63,2.0,179.7
1,20.13,310.11,1.0,289.98
1,9.66,129.66,7.0,120.0
1,7.51,43.41,1.0,35.9
1,15.99,275.89,1.0,259.9
1,9.34,64.34,1.0,55.0
1,55.98,134.98,4.0,79.0
1,25.68,145.58,2.0,119.9
1,19.95,89.85,1.0,69.9
1,13.43,71.42,1.0,57.99
1,68.52,328.42,1.0,259.9
1,15.17,75.07,1.0,59.9
1,18.23,28.23,1.0,10.0
1,70.18,330.08,1.0,259.9
1,10.01,269.78,1.0,259.77
1,17.76,107.66,2.0,89.9
1,11.85,31.75,1.0,19.9
1,17.26,46.26,1.0,29.0
1,18.71,181.21,2.0,162.5
1,7.8,85.8,5.0,78.0
1,23.5,96.4,2.0,72.9
1,15.1,35.09,3.0,19.99
1,18.23,65.88,3.0,47.65
2,38.98,873.96,10.0,398.0
1,27.79,386.79,10.0,359.0
1,13.47,33.37,1.0,19.9
1,8.88,56.78,3.0,47.9
1,9.48,104.68,2.0,95.2
1,18.55,157.6,4.0,139.05
1,14.66,84.65,1.0,69.99
1,8.88,76.87,3.0,67.99
1,25.04,110.03,2.0,84.99
1,18.02,127.92,5.0,109.9
1,18.27,118.17,3.0,99.9
1,9.06,38.05,1.0,28.99
3,107.13,85.61,2.0,149.7
1,13.57,92.57,6.0,79.0
2,34.26,308.12,1.0,119.8
2,34.44,516.88,1.0,224.0
1,18.23,36.23,1.0,18.0
1,21.7,170.4,2.0,148.7
4,49.4,325.44,8.0,31.96
1,20.22,160.12,3.0,139.9
1,10.96,25.42,1.0,14.46
1,16.88,195.88,8.0,179.0
1,16.95,116.85,1.0,99.9
1,17.67,77.57,4.0,59.9
1,34.69,199.69,10.0,165.0
1,15.23,40.22,1.0,24.99
1,15.1,31.66,1.0,16.56
1,11.86,35.76,1.0,23.9
1,61.22,180.22,2.0,119.0
1,17.6,62.5,1.0,44.9
1,8.88,58.78,1.0,49.9
1,15.23,62.23,1.0,47.0
1,19.77,289.22,5.0,269.45
1,15.38,104.56,1.0,89.18
1,21.35,75.25,2.0,53.9
1,21.58,319.58,10.0,298.0
1,19.13,169.09,8.0,149.96
1,15.1,31.09,1.0,15.99
1,25.63,42.18,2.0,16.55
3,66.1,1059.27,10.0,286.98
1,14.11,49.11,1.0,35.0
1,7.78,42.68,1.0,34.9
2,26.74,63.27,1.0,99.8
1,8.88,26.77,2.0,17.89
1,13.64,102.64,1.0,89.0
1,37.11,97.11,2.0,60.0
1,18.59,88.49,4.0,69.9
1,38.08,426.08,3.0,388.0
1,8.11,38.1,1.0,29.99
1,32.29,2621.29,10.0,2589.0
1,59.92,179.92,10.0,120.0
1,12.55,72.45,3.0,59.9
1,22.41,90.31,1.0,67.9
1,13.37,63.27,1.0,49.9
1,13.38,162.38,1.0,149.0
2,28.1,323.8,1.0,133.8
1,15.1,28.08,1.0,12.98
1,18.32,96.32,1.0,78.0
1,17.68,79.58,1.0,61.9
1,7.71,37.61,3.0,29.9
2,26.86,289.72,2.0,118.0
2,32.22,132.2,6.0,99.98
1,8.2,143.1,10.0,134.9
1,7.39,19.26,1.0,11.87
1,15.55,225.45,3.0,209.9
2,31.26,302.12,3.0,119.8
1,17.16,147.15,3.0,129.99
1,17.78,42.77,1.0,24.99
1,48.98,547.98,1.0,499.0
1,23.92,183.92,5.0,160.0
1,16.96,72.86,6.0,55.9
1,7.39,47.29,1.0,39.9
2,15.54,137.76,1.0,259.98
1,18.12,143.11,4.0,124.99
1,9.07,252.07,3.0,243.0
2,40.34,290.07,10.0,539.8
1,34.15,84.14,1.0,49.99
1,26.27,231.27,10.0,205.0
2,72.74,186.27,10.0,299.8
1,18.23,35.68,3.0,17.45
2,46.8,437.56,5.0,171.98
1,16.79,53.79,1.0,37.0
1,17.67,77.66,2.0,59.99
1,12.8,32.7,1.0,19.9
1,15.51,74.01,4.0,58.5
1,11.16,411.16,8.0,400.0
1,12.71,65.71,2.0,53.0
1,13.4,412.4,5.0,399.0
1,18.23,58.23,5.0,40.0
1,17.66,76.66,7.0,59.0
1,14.0,100.9,2.0,86.9
2,30.64,201.28,1.0,70.0
1,7.6,56.6,2.0,49.0
4,66.8,326.8,1.0,260.0
1,19.07,189.06,1.0,169.99
2,23.7,83.68,1.0,59.98
1,15.52,75.42,1.0,59.9
1,25.63,70.62,1.0,44.99
1,10.96,45.86,3.0,34.9
1,8.27,31.17,1.0,22.9
1,13.37,58.36,1.0,44.99
1,23.49,103.39,2.0,79.9
1,14.8,164.7,2.0,149.9
2,33.16,133.48,1.0,233.8
2,28.2,54.59,1.0,80.98
